default_flag,disposition,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,ttv_flag,st_teff,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,sy_refname,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
1.0,CANDIDATE,0.0,0.0,Transit,0.5714285714285714,K2,Published Candidate,0.0,1.6244236591466056e-05,1.9620253164556962e-10,0.9999999997267025,0.5,0.04130591363268549,0.02644336712208021,0.9537037037037037,0.0,0.041133140139565455,0.027167201778216844,0.9542124542124543,0.0,0.0,0.059097778475632017,0.0,0.01754034633054541,0.002611111111111111,0.9982113821138211,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.4752237847214735,0.435865855864333,0.06930879339321615,0.0069507039492364125,0.9904115569984835,0.44454712865501045,0.07957559681697612,0.9204244031830238,0.5979012446107541,0.03937007874015748,0.9606299212598426,0.43198959471757387,0.05575212776130821,0.9442478722386918
1.0,CANDIDATE,0.0,0.0,Transit,0.5,K2,Published Candidate,0.0,3.0254506912879445e-05,2.1518987341772154e-08,0.9999999749103943,0.5,0.0036435932928835443,0.0009475539885412075,0.9990468409586056,0.0,0.0036397855435075536,0.0009385033341565818,0.9990537240537241,0.0,0.0,0.08787576964867802,0.0,0.03601660973023914,0.00967188888888889,0.9917411788617886,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.4940721983701318,0.4374610518298779,0.10869383732422706,0.013684774492155929,0.9814315752992889,0.38196261237692053,0.01237842617152962,0.9876215738284704,0.596274302448548,0.03543307086614173,0.9645669291338583,0.4173969895046824,0.010232380223773546,0.9897676197762263
1.0,CANDIDATE,0.0,0.2857142857142857,Transit,0.5,K2,Published Candidate,0.0,0.00021388366421095615,3.190822784810127e-07,0.9999994221774193,0.5,0.0015686005178244852,0.0006736413838695461,0.9994537979847494,0.0,0.0015954481907748089,0.0007409236848604594,0.9993894993894993,0.0,0.0,0.08359742846794639,0.0,0.01313093415007657,0.006461666666666667,0.9970916666666666,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.4927218429282201,0.43827045605249093,0.02635555203066636,0.0010585061138879445,0.9984803899269439,0.3486657470389573,0.008841732979664015,0.9911582670203359,0.4997966322297242,0.02755905511811024,0.9724409448818898,0.3416775055025272,0.013435975901310127,0.9865640240986899
1.0,CONFIRMED,0.0,0.14285714285714285,Transit,0.6428571428571429,K2,Published Confirmed,0.0,7.900577213591713e-05,3.1645569620253168e-09,0.9999999955197132,0.5,0.0005933714316201949,0.0006081974438078448,0.9993001089324619,0.0,0.0005930699452645257,0.0006081271918992343,0.9993001221001221,0.0,0.0,0.025534226729445855,0.0,0.002026151490163741,0.0041111111111111105,0.9971951219512195,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.4613443858732013,0.43983813106636294,0.03980870733734642,0.007225842323878967,0.9914478997831707,0.8058113222932706,0.039876215738284704,0.9601237842617154,0.746115675587733,0.051181102362204724,0.9488188976377954,0.736183427731629,0.34230658888782634,0.6576934111121736
1.0,CANDIDATE,0.0,0.0,Transit,0.35714285714285715,K2,Published Candidate,0.0,0.0009522176698861493,3.10126582278481e-07,0.9999995609318997,0.5,0.009071561743233751,0.004627589246364037,0.9942810457516339,0.0,0.009067138007869105,0.004692516670782909,0.9942002442002442,0.0,0.0,0.04577145961608113,0.0,0.004688420308634704,0.0054444444444444445,0.9960162601626017,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.45851253434928774,0.4424000315127999,0.03351818996624517,0.002292463116363117,0.996768575324293,0.5720265559489266,0.129973474801061,0.870026525198939,0.6635483608557716,0.03543307086614173,0.9645669291338583,0.5648744149452655,0.013244716457875106,0.9867552835421249
1.0,CANDIDATE,0.0,0.0,Transit,0.5714285714285714,K2,Published Candidate,0.0,0.0004807363787529344,0.000451841689552859,0.999587678625332,0.49961899923799846,0.02741179643895629,0.018289995592772147,0.9711328976034858,0.0,0.030755793171378932,0.01827611755989133,0.9711233211233211,0.0,0.0,0.059097778475632017,0.0,0.007032630462952055,0.002777777777777778,0.9979674796747967,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.45851253434928774,0.4424000315127999,0.03351818996624517,0.002292463116363117,0.996768575324293,0.5720265559489266,0.129973474801061,0.870026525198939,0.6635483608557716,0.03543307086614173,0.9645669291338583,0.5648744149452655,0.013244716457875106,0.9867552835421249
1.0,CANDIDATE,0.0,0.0,Transit,0.5,K2,Published Candidate,0.0,0.00020991705682965765,2.848101265822785e-09,0.9999999959677419,0.5,0.02411425929164456,0.0014323490524460114,0.9982298474945535,0.0,0.024103913764771372,0.001432452457396888,0.9982295482295482,0.0,0.0,0.07531238681637088,0.0,0.0134795617858405,0.0036668888888888884,0.9977621544715448,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.5014334602459283,0.4440343190044814,0.06232157533980637,0.002750755293752985,0.9960654207501182,0.5087625118067967,0.06896551724137931,0.9310344827586207,0.6672903278288457,0.019685039370078736,0.9803149606299214,0.5040799732942166,0.018982499760925694,0.9810175002390742
1.0,CANDIDATE,0.0,0.0,Transit,0.35714285714285715,K2,Published Candidate,0.0,9.792484434543907e-06,0.000451841689552859,0.999587678625332,0.5,0.03000536498178574,0.006326255946759646,0.9924003542010539,0.0,0.029990152512066128,0.0063506490211334265,0.9924059649090664,0.0,0.0,0.027322528069540022,0.0,0.004594180704441042,0.0065697869911138665,0.9950451924582134,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.4686872069716305,0.4449327826193637,0.03375179633293502,0.0020262649099468018,0.9970157082137534,0.7057576395920114,0.251105216622458,0.748894783377542,0.723013096884406,0.051181102362204724,0.9488188976377954,0.6678398927336167,0.04652385961556852,0.9534761403844314
0.0,CANDIDATE,0.0,0.0,Transit,0.35714285714285715,K2,Published Candidate,0.0,0.0001757932945228452,0.000451841689552859,0.999587678625332,0.5,0.0029118364540138067,0.006326255946759646,0.9924003542010539,0.0,0.0029103596458708593,0.0063506490211334265,0.9924059649090664,0.0,0.0,0.0385729808040565,0.0,0.006361173283072212,0.0065697869911138665,0.9950451924582134,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.4812163523949364,0.45077228990346574,0.03638373988692548,0.0017293924093513104,0.9975303261129824,0.658938169759651,0.03890362511052166,0.9610963748894783,0.7302529895062231,0.051181102362204724,0.9488188976377954,0.6395758102116377,0.007889452041694556,0.9921105479583053
1.0,CANDIDATE,0.0,0.0,Transit,0.35714285714285715,K2,Published Candidate,0.0,0.00017581141456558607,5.6962025316455693e-08,0.9999999103942652,0.5,0.0026246913653434037,0.0007271925958572058,0.998474945533769,0.0,0.0026228055406252743,0.000716226228698444,0.9984737484737486,0.0,0.0,0.059097778475632017,0.0,0.006325833431499588,0.002111111111111111,0.9990243902439024,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.4812163523949364,0.45077228990346574,0.03638373988692548,0.0017293924093513104,0.9975303261129824,0.658938169759651,0.03890362511052166,0.9610963748894783,0.7302529895062231,0.051181102362204724,0.9488188976377954,0.6395758102116377,0.007889452041694556,0.9921105479583053
1.0,CANDIDATE,0.0,0.0,Transit,0.35714285714285715,K2,Published Candidate,0.0,4.7402667622003975e-06,0.000451841689552859,0.999587678625332,0.5,0.0027265815580974177,0.006326255946759646,0.9924003542010539,0.0,0.0027251986156134316,0.0063506490211334265,0.9924059649090664,0.0,0.0,0.02376856211517566,0.0,0.0037695841677464954,0.0065697869911138665,0.9950451924582134,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.4727172992420684,0.4623697029952644,0.12011817814825827,0.10345415937810509,0.9008756466215279,0.8793090560678442,0.17506631299734748,0.8249336870026526,0.9524119417554705,0.5708661417322834,0.4291338582677166,0.8504656197667121,0.09677727837811992,0.90322272162188
1.0,CONFIRMED,0.0,0.14285714285714285,Transit,0.5714285714285714,K2,Published Confirmed,0.0,0.00033388999941688294,8.544303797468355e-08,0.9999998745519714,0.5,0.001355695328316137,0.00044072278536800354,0.9987745098039216,0.0,0.0013550074483117296,0.00044067177080760677,0.9987745326617827,0.0,0.0,0.059097778475632017,0.0,0.012564096024437773,0.0065697869911138665,0.9950451924582134,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.48867748914603504,0.4639583990204488,0.01478224950411886,0.00042011634790152747,0.9993919859970255,0.6913516488743621,1.0,0.0,0.6903115594240625,0.03937007874015748,0.9606299212598426,0.6546393680370002,0.018026202543750598,0.9819737974562492
0.0,CONFIRMED,0.0,0.14285714285714285,Transit,0.5714285714285714,K2,Published Candidate,0.0,0.00033393771513180287,1.20253164556962e-07,0.9999998073476702,0.5,0.0016613659065781792,0.0011899515204936097,0.9991830065359477,0.0,0.001699221660456674,0.001185477895776735,0.9990842490842491,0.0,0.0,0.059097778475632017,0.0,0.003109906938390859,0.004944444444444444,0.9985772357723577,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.48867748914603504,0.4639583990204488,0.01478224950411886,0.00042011634790152747,0.9993919859970255,0.6913516488743621,1.0,0.0,0.6903115594240625,0.03937007874015748,0.9606299212598426,0.6546393680370002,0.018026202543750598,0.9819737974562492
1.0,CANDIDATE,0.0,0.14285714285714285,Transit,0.35714285714285715,K2,Published Candidate,0.0,9.219284497906655e-05,2.879746835443038e-08,0.9999999336917563,0.5,0.0015316874794367066,0.0011679153812252094,0.998474945533769,0.0,0.0015331841089656897,0.0011607804396147196,0.9984737484737486,0.0,0.0,0.059097778475632017,0.0,0.003109906938390859,0.004944444444444444,0.9985772357723577,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.48867748914603504,0.4639583990204488,0.01478224950411886,0.00042011634790152747,0.9993919859970255,0.6913516488743621,1.0,0.0,0.6903115594240625,0.03937007874015748,0.9606299212598426,0.6546393680370002,0.018026202543750598,0.9819737974562492
0.0,CANDIDATE,0.0,0.14285714285714285,Transit,0.35714285714285715,K2,Published Candidate,0.0,9.222613384758047e-05,0.000451841689552859,0.999587678625332,0.5,0.0024209109798353752,0.006326255946759646,0.9924003542010539,0.0,0.00241968298314143,0.0063506490211334265,0.9924059649090664,0.0,0.0,0.028341180731618978,0.0,0.004829779714925197,0.0065697869911138665,0.9950451924582134,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.48867748914603504,0.4639583990204488,0.01478224950411886,0.00042011634790152747,0.9993919859970255,0.6913516488743621,1.0,0.0,0.6903115594240625,0.03937007874015748,0.9606299212598426,0.6546393680370002,0.018026202543750598,0.9819737974562492
1.0,CANDIDATE,0.0,0.0,Transit,0.35714285714285715,K2,Published Candidate,0.0,1.0823133737226198e-05,0.000451841689552859,0.999587678625332,0.5,0.0010685502396457333,0.006326255946759646,0.9924003542010539,0.0,0.0010680079084881245,0.0063506490211334265,0.9924059649090664,0.0,0.0,0.03067276349148859,0.0,0.00530097773589351,0.0065697869911138665,0.9950451924582134,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.470265701165379,0.4639710262606099,0.02985556049513278,0.0013658564674456294,0.9980465095599275,0.6670925041281317,0.3121131741821397,0.6878868258178603,0.7187017001545596,0.03937007874015748,0.9606299212598426,0.6493480769204131,0.0263938031940327,0.9736061968059673
1.0,CANDIDATE,0.0,0.0,Transit,0.35714285714285715,K2,Published Candidate,0.0,8.708058328253916e-06,1.5506329113924051e-09,0.9999999977598567,0.5,0.001077812984441553,0.00035257822829440284,0.9992919389978214,0.0,0.0010765808423654829,0.0003457643862682144,0.9992979242979242,0.0,0.0,0.059097778475632017,0.0,0.005489456944280833,0.0022222222222222222,0.9988617886178862,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.46966583523970645,0.464284081765166,0.018096620496712956,0.00046293887739918914,0.999318181604698,0.6721210103220282,0.3925729442970822,0.6074270557029178,0.6742048320182218,0.04724409448818897,0.9527559055118111,0.6313341394933935,0.019460648369513243,0.9805393516304867
0.0,CANDIDATE,0.0,0.0,Transit,0.35714285714285715,K2,Published Candidate,0.0,8.706472377179264e-06,0.000451841689552859,0.999587678625332,0.5,0.0010314992604624556,0.006326255946759646,0.9924003542010539,0.0,0.0010309757231913327,0.0063506490211334265,0.9924059649090664,0.0,0.0,0.026937703730532416,0.0,0.004594180704441042,0.0065697869911138665,0.9950451924582134,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.46966583523970645,0.464284081765166,0.018096620496712956,0.00046293887739918914,0.999318181604698,0.6721210103220282,0.3925729442970822,0.6074270557029178,0.6742048320182218,0.04724409448818897,0.9527559055118111,0.6313341394933935,0.019460648369513243,0.9805393516304867
0.0,CANDIDATE,0.0,0.0,Transit,0.35714285714285715,K2,Published Candidate,0.0,3.0758180877753225e-05,0.000451841689552859,0.999587678625332,0.5,0.004134518767061977,0.006326255946759646,0.9924003542010539,0.0,0.004132422071985394,0.0063506490211334265,0.9924059649090664,0.0,0.0,0.029744657732705543,0.0,0.005183178230651432,0.0065697869911138665,0.9950451924582134,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.4836497937414397,0.466399160656916,0.08295744971886462,0.03286380100121503,0.9617271444458863,0.7838285958915745,0.0389920424403183,0.9610079575596817,0.837956560644269,0.16929133858267717,0.8307086614173229,0.7588861139622213,0.03045806636702687,0.969541933632973
1.0,CANDIDATE,0.0,0.0,Transit,0.35714285714285715,K2,Published Candidate,0.0,3.0759339176732905e-05,3.79746835443038e-09,0.9999999946236559,0.5,0.007404267679986248,0.002644336712208021,0.9814814814814814,0.0,0.007406762492959261,0.002716720177821684,0.9813797313797314,0.0,0.0,0.059097778475632017,0.0,0.009188361408882083,0.0035,0.9995934959349593,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.4836497937414397,0.466399160656916,0.08295744971886462,0.03286380100121503,0.9617271444458863,0.7838285958915745,0.0389920424403183,0.9610079575596817,0.837956560644269,0.16929133858267717,0.8307086614173229,0.7588861139622213,0.03045806636702687,0.969541933632973
0.0,CANDIDATE,0.0,0.0,Transit,0.35714285714285715,K2,Published Candidate,0.0,3.0755760498113905e-05,4.746835443037974e-09,0.9999999932795699,0.5,0.0031248795843176543,0.001498457470251212,0.9981481481481481,0.0,0.0031209181950982274,0.001506544825882934,0.9981379731379731,0.0,0.0,0.031646142701919594,0.0,0.0038402638708917424,0.0015,0.9989024390243902,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.4836497937414397,0.466399160656916,0.08295744971886462,0.03286380100121503,0.9617271444458863,0.7838285958915745,0.0389920424403183,0.9610079575596817,0.837956560644269,0.16929133858267717,0.8307086614173229,0.7588861139622213,0.03045806636702687,0.969541933632973
1.0,FALSE POSITIVE,0.0,0.0,Transit,0.2857142857142857,K2,Published Candidate,0.0,0.0005977611118062376,0.000451841689552859,0.999587678625332,0.5,0.0028377344956472513,0.006326255946759646,0.9924003542010539,0.0,0.0028362951715038063,0.0063506490211334265,0.9924059649090664,0.0,0.0,0.052947301702281784,0.0,0.0074213688302509125,0.0065697869911138665,0.9950451924582134,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.48426325078178983,0.46897036010180065,0.08684196221690205,0.008822291452990596,0.9870064907161007,0.3960288391625498,0.027409372236958444,0.9725906277630416,0.4816562271211259,0.03543307086614173,0.9645669291338583,0.39445190119414186,0.02304676293391986,0.9769532370660802
0.0,FALSE POSITIVE,0.0,0.0,Transit,0.2857142857142857,K2,Published Candidate,0.0,0.0005976627100731438,2.4841772151898735e-07,0.999999648297491,0.5,0.19369659101350734,0.21866460996033496,0.7297657952069716,0.0,0.19359712179616181,0.21864657940232154,0.7297619047619047,0.0,0.0,0.05933085838464325,0.0,0.12781246318765463,0.04555555555555555,0.9621951219512195,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.48426325078178983,0.46897036010180065,0.08684196221690205,0.008822291452990596,0.9870064907161007,0.3960288391625498,0.027409372236958444,0.9725906277630416,0.4816562271211259,0.03543307086614173,0.9645669291338583,0.39445190119414186,0.02304676293391986,0.9769532370660802
1.0,CANDIDATE,0.0,0.0,Transit,0.5714285714285714,K2,Published Candidate,0.0,0.00012321068404137848,1.8670886075949367e-08,0.999999972670251,0.5,0.0012445423907663032,0.00033054208902600263,0.9988289760348583,0.0,0.001242618393856467,0.00032106693010619904,0.998840048840049,0.0,0.0,0.059097778475632017,0.0,0.009047002002591589,0.001,0.9991869918699187,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.4857762320936054,0.46917608321421034,0.006789728177481641,0.00010368518844327439,0.9998486786307611,0.28241178029505104,0.002652519893899204,0.9973474801061009,0.38387700317253726,0.03919764776238414,0.9608023522376159,0.27521154775805773,0.03514392273118485,0.9648560772688152
