koi_period,koi_prad,koi_insol,koi_teq,koi_duration,koi_depth,koi_steff,koi_srad,koi_slogg,ra,dec,koi_pdisposition
12.92489803,2.62,34.95,620.0,2.6811,959.0,5103.0,0.768,4.584,298.66092,48.606369,1
11.45541896,1.12,213.86,975.0,4.95,68.6,6231.0,1.356,4.276,299.707,43.622601,1
0.575884418,31.17,7790.32,2397.0,2.0734,272.2,6290.0,1.044,4.442,300.71927,45.09605,0
0.562555067,1.21,4128.4,2046.0,1.7402,198.3,5793.0,0.832,4.561,293.53629,39.69009,0
44.433726,1.85,19.73,538.0,6.118,239.6,5596.0,1.145,4.298,296.19614,45.634331,1
0.993703494,2.32,26588.4,3257.0,0.7645,67.4,6854.0,2.715,3.808,293.98346,39.43042,0
6.33125228,1.31,108.04,822.0,2.688,306.6,5383.0,0.759,4.603,299.08099,42.018139,1
24.2204192,2.1,15.43,505.0,3.271,806.3,5165.0,0.761,4.599,294.29004,39.126869,1
30.9597053,16.63,8.67,438.0,5.42,410.7,4947.0,0.714,4.621,295.06442,39.960659,0
6.41491277,1.4,309.12,1069.0,3.3629,121.0,5931.0,1.101,4.322,283.23581,41.34304,1
93.881556,2.02,12.42,479.0,20.644,188.7,5676.0,1.487,4.1,295.92065,47.448608,0
3.91679553,0.85,123.73,851.0,2.072,161.3,4889.0,0.686,4.637,290.26028,38.354988,1
43.1024434,1.88,19.96,539.0,7.124,299.8,5741.0,1.097,4.365,297.03922,39.785259,1
2.683395376,2.55,2833.83,1860.0,1.8592,234.7,6958.0,1.529,4.195,298.04419,47.627918,0
31.51779463,2.72,45.68,663.0,7.634,357.6,5611.0,1.4,4.144,297.27798,48.320332,1
8.12999858,2.04,277.89,1041.0,2.1492,148.0,5611.0,1.4,4.144,297.27798,48.320332,1
31.4452709,4.55,63.78,721.0,1.758,531.1,6172.0,1.471,4.198,297.47711,39.877239,1
66.46746217,11.97,11.18,466.0,19.6638,12644.0,5843.0,1.073,4.403,300.15186,45.089611,0
2.586639524,1.44,735.48,1328.0,2.253,217.7,5780.0,0.966,4.421,287.32663,48.673431,1
2.671942657,22.36,1069.47,1458.0,1.9119,15942.0,6116.0,1.055,4.335,291.15738,48.861145,0
28.51117639,3.27,7.55,423.0,4.5941,1844.6,4687.0,0.69,4.627,293.68573,48.825142,1
14.38682567,2.54,85.46,776.0,2.1417,569.6,5725.0,1.072,4.353,286.85266,49.261681,1
8.85686712,1.88,61.54,714.0,0.606,319.2,5017.0,0.797,4.516,292.4404,43.209431,1
12.99065074,2.02,92.12,790.0,2.3748,392.3,5787.0,1.027,4.402,287.86142,49.264462,1
331.5972732,10.89,1.76,294.0,14.404,8322.1,5970.0,1.2,4.317,284.4335,49.305161,1
11.20058855,1.7,100.91,808.0,4.562,219.9,6038.0,0.898,4.524,287.46606,40.75845,1
1.50179931,0.72,540.71,1229.0,3.275,100.1,5024.0,0.736,4.613,295.21753,39.933128,0
17.83367834,2.43,132.94,866.0,4.5112,326.9,6407.0,1.337,4.268,283.1507,45.139832,1
19.55662003,2.45,95.35,797.0,8.087,298.9,5671.0,1.36,4.094,287.655,39.244289,1
82.6595174,2.03,0.7,233.0,3.48,1270.7,3952.0,0.553,4.716,296.73724,44.50148,1
2.03387483,1.6,2422.92,1789.0,3.097,73.6,5282.0,1.899,3.913,291.84781,48.968128,1
5.07538255,1.74,419.23,1154.0,1.7,163.1,5933.0,1.118,4.334,299.44733,41.398121,0
23.9553986,2.84,71.16,741.0,3.204,228.7,5011.0,1.781,3.903,288.24377,41.110081,1
24.3367026,1.95,18.07,526.0,2.539,551.1,5141.0,0.806,4.505,286.76147,38.34351,1
7.40985182,1.18,105.91,818.0,1.131,201.1,5462.0,0.836,4.56,285.7485,44.632462,1
1.02425556,29.83,1211.99,1503.0,2.6439,1631.7,5337.0,0.764,4.594,300.97794,44.089069,0
4.63958598,1.52,1496.31,1587.0,2.768,83.4,6591.0,1.646,4.024,296.35733,48.86372,0
15.5943758,1.08,97.35,801.0,7.367,95.4,6249.0,1.076,4.428,286.97128,44.708302,1
34.4359387,2.78,42.68,652.0,5.82,424.5,5929.0,1.363,4.243,298.26895,48.91674,1
5.317440164,1.94,351.52,1105.0,2.9331,292.5,5923.0,1.054,4.377,284.73904,49.5984,1
10.10575764,1.28,149.4,892.0,2.0138,116.8,5923.0,1.054,4.377,284.73904,49.5984,1
28.86236571,2.53,35.56,623.0,5.4033,449.2,5725.0,1.088,4.326,285.04169,50.075378,1
210.6013843,7.7,3.22,342.0,11.9922,4159.3,5970.0,1.2,4.317,284.4335,49.305161,1
75.731195,3.47,0.74,237.0,4.859,2496.0,3891.0,0.564,4.718,283.33606,47.174541,1
59.7371443,2.84,17.26,520.0,8.0006,566.4,5970.0,1.2,4.317,284.4335,49.305161,1
3.388887193,10.72,511.3,1212.0,2.4475,11268.0,5780.0,1.0,4.438,292.03091,37.773529,0
27.08239734,3.25,57.77,703.0,5.0119,423.2,5857.0,1.305,4.204,298.06769,49.412601,1
152.1060435,11.58,10.36,458.0,7.4517,3688.3,6200.0,1.64,4.072,295.21268,49.56218,1
30.6528935,2.86,87.69,780.0,4.99,269.7,6200.0,1.64,4.072,295.21268,49.56218,1
0.512869432,31.12,5384.53,2185.0,4.015,2313.0,5853.0,0.895,4.529,294.59052,41.94651,0
5.19492747,2.03,554.37,1238.0,3.167,272.9,6415.0,1.224,4.374,290.86771,38.960121,1
15.9314412,1.77,29.83,596.0,2.435,556.7,5380.0,0.721,4.616,296.00943,50.498379,1
1.33251589,1.3,2207.85,1747.0,4.216,140.5,5701.0,1.068,4.291,294.53619,46.50983,0
28.227413,2.82,24.03,565.0,5.782,1113.4,5858.0,0.849,4.553,295.68484,39.256142,1
0.545544979,0.93,5913.74,2240.0,1.954,92.6,6050.0,0.92,4.509,288.14764,43.099709,0
419.97507836,1.53,0.51,215.0,12.1687,275.1,5316.0,0.872,4.477,281.74261,42.123081,0
4.76559056,0.92,439.42,1167.0,2.2,67.5,5702.0,1.125,4.258,287.20587,38.498055,1
2.98618134,1.16,798.35,1356.0,2.969,122.9,6173.0,1.041,4.447,291.88632,44.478981,1
25.9200092,1.28,16.59,515.0,5.609,331.4,5517.0,0.704,4.631,293.77737,38.775459,0
6.17817366,1.22,324.69,1082.0,3.2601,101.9,5931.0,1.101,4.322,283.23581,41.34304,1
2.04516705,2.9,17791.98,2945.0,3.625,154.8,9206.0,2.157,4.112,298.38052,47.836048,0
7.25101997,0.91,100.18,807.0,2.799,122.8,5382.0,0.827,4.571,290.34851,50.902851,1
5.65178922,2.03,574.71,1248.0,3.0933,134.1,6085.0,1.463,4.218,286.24719,50.242409,1
19.96367208,1.5,23.88,564.0,2.6403,270.9,5250.0,0.79,4.541,290.49426,52.055519,1
57.3840375,1.62,5.85,397.0,4.336,241.7,5250.0,0.79,4.541,290.49426,52.055519,1
1.541676547,1.88,1517.84,1592.0,1.9118,296.5,5533.0,1.089,4.337,285.66165,37.9645,1
6.397185875,15.02,218.59,981.0,5.8638,18887.0,5780.0,1.0,4.438,290.26614,38.837917,0
2.976020742,2.07,2169.16,1740.0,3.73,114.9,5947.0,1.796,3.939,290.12018,38.50951,0
15.95995611,2.27,63.95,721.0,4.3149,523.2,5936.0,0.965,4.501,296.41855,49.5401,1
7.37867551,1.11,178.68,933.0,3.349,125.1,5936.0,0.965,4.501,296.41855,49.5401,1
4.903321801,2.37,570.65,1247.0,2.8887,334.5,6045.0,1.298,4.276,296.56662,49.696251,1
1.82708193,5.95,2925.17,1877.0,1.96401,1164.7,5311.0,1.769,3.864,297.73639,49.63715,1
22.845241036,30.35,79.78,762.0,5.3007,45676.0,5926.0,1.351,4.187,293.91489,50.46933,0
2.5738437,0.57,384.24,1129.0,1.92,46.6,5115.0,0.854,4.477,286.81937,46.91169,1
18.3980827,1.26,52.31,686.0,4.438,145.0,5605.0,1.015,4.381,290.97223,40.994678,0
11.62904159,1.31,125.89,854.0,2.97,88.0,5721.0,1.131,4.307,292.08185,38.915031,1
13.6550963,1.35,87.46,780.0,4.117,196.3,6065.0,0.962,4.487,296.61996,48.9058,0
27.50871575,2.98,45.66,663.0,5.9291,639.2,5903.0,1.137,4.304,288.45065,40.245327,1
20.0708757,3.2,110.19,826.0,6.354,405.7,5902.0,1.513,4.128,283.94244,41.4716,1
98.353149,4.13,21.96,552.0,24.708,423.0,6366.0,1.697,4.045,287.3912,42.194832,1
10.18318233,0.79,133.56,867.0,3.137,51.5,5843.0,1.084,4.421,287.97885,42.679359,1
6.2321233,0.61,256.72,1021.0,2.85,31.7,5843.0,1.084,4.421,287.97885,42.679359,1
8.2942929,0.65,175.39,928.0,3.976,36.8,5843.0,1.084,4.421,287.97885,42.679359,1
1.540411479,0.92,1029.25,1446.0,1.703,107.1,5769.0,0.812,4.57,286.01587,38.411339,0
3.74785358,0.89,337.14,1093.0,3.713,98.2,5706.0,0.886,4.537,290.9725,50.267948,0
25.75274977,2.27,14.88,501.0,2.7678,738.9,4963.0,0.826,4.501,294.66797,43.85326,1
10.161023528,4.62,157.97,904.0,3.1627,1653.9,6032.0,1.06,4.387,290.73517,44.09132,1
12.82993461,3.31,68.41,734.0,2.942,1417.4,5862.0,0.844,4.555,301.14789,44.104542,1
49.41121127,6.77,14.48,497.0,5.278,3184.0,5768.0,1.015,4.434,286.04712,45.053211,1
36.8567758,2.68,21.4,549.0,7.495,714.1,5768.0,1.015,4.434,286.04712,45.053211,1
35.080928,1.21,32.63,610.0,6.92,100.7,6007.0,1.126,4.353,299.67587,47.07584,0
10.39986173,1.5,49.86,678.0,3.377,275.3,4963.0,0.826,4.501,287.56473,44.305,1
0.828206212,3.88,27125.5,3274.0,1.737,132.3,5812.0,3.227,3.598,288.44153,45.609001,0
24.31574009,2.8,51.53,683.0,4.1344,643.3,6242.0,1.047,4.442,292.4274,44.381271,1
199.443024,9.3,2.86,332.0,7.409,4036.0,5646.0,1.153,4.278,281.76578,44.57637,0
39.6766071,2.29,11.85,473.0,5.04,611.2,5244.0,0.888,4.449,291.05722,44.632381,1
358.66044,1.62,2.02,304.0,16.732,133.8,5619.0,1.406,4.07,286.39584,43.075821,0
4.454194254,11.76,252.22,1017.0,2.3061,16042.0,5359.0,0.915,4.425,299.90591,45.439678,1
809.0141881,14.38,0.51,216.0,8.3017,16311.0,6230.0,1.047,4.397,290.38983,45.665329,1
21.0871953,14.43,137.06,873.0,5.92691,8894.7,6266.0,1.522,4.101,296.96027,46.034302,1
1.575631524,28.66,1464.43,1577.0,2.59202,25627.0,6202.0,0.858,4.537,295.43478,46.203129,0
6.09855603,0.84,174.3,927.0,2.9815,84.4,5465.0,0.925,4.449,287.698,42.338718,1
203.250506,1.35,1.71,292.0,9.81,238.9,5600.0,0.872,4.455,284.67728,44.79768,0
16.54295261,2.31,32.94,611.0,3.8516,726.0,5215.0,0.867,4.518,297.67261,48.302311,1
11.023474798,2.46,8.04,429.0,1.4814,1795.5,3744.0,0.537,4.718,298.10571,48.40115,1
34.18884323,2.97,18.05,526.0,5.3278,1063.2,5515.0,0.925,4.453,283.50726,48.552601,1
4.30165843,2.42,244.48,1009.0,2.1055,739.4,5480.0,0.865,4.509,290.43759,48.791882,1
7.650243513,2.3,83.86,772.0,2.752,981.4,5409.0,0.746,4.609,293.16016,48.881191,1
2.47240869,0.36,145.69,887.0,1.87,47.5,4729.0,0.525,4.726,288.45605,45.80212,1
4.592393816,2.51,172.6,924.0,2.2748,1027.7,5351.0,0.796,4.582,283.54416,45.225552,1
11.53029332,3.98,137.08,873.0,1.8385,1209.3,5770.0,1.152,4.289,300.90778,45.45787,1
5.859935955,2.56,569.5,1246.0,4.0185,322.8,6181.0,1.424,4.22,288.68869,41.15118,1
2.104721971,2.89,821.44,1365.0,1.7547,905.5,5703.0,0.975,4.498,293.05722,45.551189,1
10.63624422,1.58,77.02,756.0,5.055,231.7,5834.0,0.774,4.591,285.3385,46.309872,0
7.9069765,1.13,230.28,994.0,4.634,126.1,6347.0,0.996,4.464,290.88831,51.248169,1
6.412512953,3.89,308.76,1069.0,5.2677,1156.4,6026.0,1.108,4.366,293.88293,44.638088,1
2.019997006,1.46,437.85,1166.0,1.8073,332.8,5103.0,0.787,4.562,288.58405,44.733799,1
3.763041531,1.63,190.67,948.0,1.6011,354.5,5103.0,0.787,4.562,288.58405,44.733799,1
6.521209629,2.54,178.27,932.0,2.7975,760.4,5822.0,0.898,4.529,292.22031,44.700031,1
6.996926239,3.21,147.07,888.0,2.7374,1317.4,5713.0,0.893,4.541,293.17133,45.065601,1
13.9509565,0.75,122.88,849.0,5.231,35.7,5888.0,1.227,4.275,287.37125,39.603569,1
5.428344915,14.88,269.19,1033.0,1.8931,13756.0,5936.0,0.965,4.501,297.97424,46.804562,0
16.30141333,3.84,99.08,805.0,3.5764,942.3,6072.0,1.138,4.328,294.02298,46.99955,1
24.61480613,4.2,27.93,586.0,2.6602,1798.0,5312.0,0.986,4.384,283.0228,47.261131,1
42.949522,2.98,13.29,487.0,5.4154,959.1,5312.0,0.986,4.384,283.0228,47.261131,1
117.033521,2.68,3.49,349.0,6.822,770.4,5312.0,0.986,4.384,283.0228,47.261131,1
386.39833,2.2,0.49,214.0,8.519,748.0,5284.0,0.812,4.523,297.71039,48.083832,0
1.55400389,1.59,704.5,1313.0,1.7664,465.8,5409.0,0.746,4.609,293.16016,48.881191,1
34.25951418,2.41,11.36,468.0,4.7743,1072.5,5409.0,0.746,4.609,293.16016,48.881191,1
23.8761144,10.45,1135.6,1481.0,9.3113,1611.7,9974.0,2.533,4.048,293.78574,45.01849,0
4.99270186,26.6,288.29,1051.0,3.1008,557.4,5724.0,0.951,4.429,296.80893,48.965389,0
4.79860021,2.51,216.54,978.0,3.0384,817.4,5631.0,0.847,4.557,286.55103,49.418739,1
7.7333361,0.57,12.41,479.0,2.807,126.9,3780.0,0.511,4.746,287.85812,42.542629,0
9.57665962,2.88,121.26,846.0,3.3603,746.8,5386.0,1.076,4.322,287.1011,46.896481,1
96.6781852,3.29,5.55,392.0,5.6957,951.3,5386.0,1.076,4.322,287.1011,46.896481,1
20.55280311,2.99,43.8,656.0,2.2013,727.3,5386.0,1.076,4.322,287.1011,46.896481,1
2.023123903,2.87,608.26,1266.0,1.1829,1288.9,5559.0,0.803,4.578,288.84903,47.021969,0
10.94026745,2.08,80.52,764.0,2.3494,538.6,5749.0,0.864,4.547,288.67068,47.399139,1
19.5352551,0.53,0.16,161.0,1.013,1732.0,2703.0,0.118,5.274,292.50378,41.830421,0
3.687469832,5.78,53.6,690.0,1.0668,5057.6,4004.0,0.606,4.659,287.69119,47.546902,1
151.863949,2.41,2.43,318.0,8.577,747.0,5713.0,0.893,4.541,293.17133,45.065601,1
5.945043548,2.69,127.64,857.0,2.7004,800.2,5105.0,0.868,4.469,291.18338,45.32317,1
65.7045275,2.78,11.72,472.0,3.3104,636.1,5918.0,1.043,4.403,283.37482,43.788219,1
17.73842886,2.47,29.74,596.0,3.0049,605.5,5105.0,0.868,4.469,291.18338,45.32317,1
84.799829,1.16,13.79,491.0,15.21,56.1,5619.0,1.406,4.07,286.39584,43.075821,1
9.93962361,1.93,64.29,722.0,3.432,300.1,5105.0,0.868,4.469,291.18338,45.32317,1
6.8731664,13.44,1140.56,1482.0,6.8569,3753.8,6490.0,2.179,3.942,296.81369,47.526611,1
8.600099313,4.17,78.72,760.0,4.0077,2791.6,5246.0,0.805,4.501,297.70023,47.86375,1
12.37646897,2.53,12.87,483.0,2.7075,1709.0,4200.0,0.607,4.664,285.48505,48.054321,1
9.340538,0.84,18.69,530.0,2.57,200.8,4200.0,0.607,4.664,285.48505,48.054321,1
330.071558,2.94,1.58,286.0,4.295,616.7,5933.0,1.115,4.342,297.46533,42.882839,1
18.87022157,2.82,35.13,621.0,3.1404,1096.6,5402.0,0.865,4.452,282.46051,48.257118,1
19.5776073,0.9,36.82,628.0,3.382,98.1,5465.0,0.925,4.449,287.698,42.338718,1
17.20522898,2.22,22.05,553.0,3.6688,1080.6,5211.0,0.689,4.643,291.2211,50.581299,1
17.90766147,4.89,67.59,731.0,5.396,1089.3,6153.0,0.993,4.471,296.10959,51.005501,0
22.18332255,2.78,41.24,646.0,5.1364,748.1,5565.0,1.03,4.361,289.52115,51.237309,1
354.78194,30.53,2.62,325.0,6.46,193.0,5798.0,1.525,4.025,293.72586,47.24704,0
7.65880048,2.19,128.18,858.0,3.0427,668.2,5657.0,0.855,4.508,290.24704,52.149132,1
9.3789167,2.03,98.22,803.0,3.3427,563.5,5684.0,0.808,4.493,286.9639,37.829708,1
4.221626193,2.87,453.2,1176.0,3.0619,658.0,6123.0,0.987,4.472,284.2572,47.68895,1
16.54967098,2.95,43.72,656.0,4.3808,744.5,5372.0,0.916,4.434,280.64136,47.751942,1
2.154911236,1.42,2162.35,1740.0,3.1341,99.7,6181.0,1.424,4.22,288.68869,41.15118,1
11.505879,0.99,236.35,1000.0,5.583,49.8,6336.0,1.403,4.266,298.81638,43.998039,1
3.52467888,1.46,344.61,1098.0,2.484,129.7,5372.0,0.916,4.434,280.64136,47.751942,1
6.400157105,2.52,101.72,810.0,2.0004,743.2,5299.0,0.766,4.597,298.66373,47.762039,1
2.437029217,2.04,1237.66,1513.0,3.2005,244.0,5573.0,1.329,4.177,286.00494,45.480389,1
9.9267215,2.76,98.34,803.0,3.8428,725.5,5475.0,0.982,4.43,287.91791,45.592869,1
21.22349325,2.63,35.69,623.0,4.9416,582.9,5475.0,0.982,4.43,287.91791,45.592869,1
6.47027706,1.15,173.79,926.0,3.343,116.9,5475.0,0.982,4.43,287.91791,45.592869,1
3.722158895,2.33,283.28,1046.0,1.9941,757.4,5617.0,0.806,4.574,291.35464,45.747898,1
46.9026431,2.6,10.44,458.0,3.9264,821.3,5402.0,0.865,4.452,282.46051,48.257118,1
5.263415218,3.77,349.4,1103.0,2.1446,1030.7,6099.0,1.028,4.456,290.74768,48.242008,1
4.030466786,4.48,209.11,970.0,2.7734,2908.3,5234.0,0.854,4.542,298.55084,48.332451,1
9.27989,1.29,152.86,897.0,3.33,164.3,6052.0,0.967,4.456,284.84662,49.692402,0
328.240201,10.99,0.59,224.0,12.2726,13889.0,5234.0,0.854,4.542,298.55084,48.332451,1
22.264806569,12.34,27.79,585.0,8.7941,19373.0,5681.0,0.813,4.566,288.6925,49.72353,0
2.217038096,3.23,1956.29,1697.0,1.8575,543.7,6521.0,1.276,4.352,291.54099,37.816559,0
8.874603,1.24,309.5,1070.0,2.88,93.3,6517.0,1.278,4.349,291.54099,37.816559,0
4.393157678,1.41,99.9,807.0,2.4455,447.2,4799.0,0.692,4.631,292.65842,38.34539,1
251.7512,1.25,1.29,272.0,4.314,114.3,5640.0,0.921,4.492,283.42911,47.59251,0
16.145671932,2.48,20.98,546.0,3.7236,941.1,4900.0,0.741,4.602,281.48273,47.208031,1
1071.232624,9.27,0.07,129.0,16.1784,19046.0,4799.0,0.692,4.631,292.65842,38.34539,1
2.735900074,1.56,315.95,1075.0,1.9359,428.9,5299.0,0.766,4.597,298.66373,47.762039,1
5.852968845,3.46,293.93,1056.0,4.5973,1146.5,6050.0,1.013,4.45,296.38553,48.233452,1
81.1701587,4.71,8.55,436.0,8.358,1183.2,5460.0,1.165,4.263,286.02402,48.43177,1
371.17573,4.07,32.64,610.0,8.2,133.7,9030.0,3.218,3.822,290.81604,47.682892,0
2.820190603,2.53,824.92,1367.0,2.554,467.5,5831.0,1.121,4.359,285.79068,48.683262,1
21.21712312,2.97,58.63,706.0,5.89,636.0,6191.0,1.007,4.438,294.95145,48.651192,1
200.0,102.89177806760134,7745.7370226117055,1085.3858276274318,7.27,23791.33589827193,5706.8232800782525,1.728711553092055,4.3101566134115865,292.97882,48.99667,0
15.77980122,2.11,60.96,713.0,4.0369,541.4,5941.0,0.911,4.519,282.7868,46.244991,1
14.03490255,2.41,39.97,641.0,3.638,851.8,5258.0,0.785,4.513,298.38483,46.276039,1
10.35586478,1.92,34.93,620.0,2.8431,660.9,4646.0,0.778,4.539,282.45059,46.3214,1
22.342964828,9.99,89.61,785.0,6.66405,5612.8,6181.0,1.331,4.234,297.33307,41.891121,1
11.38840217,3.04,216.55,979.0,3.6949,438.0,5876.0,1.456,4.151,296.4986,46.57724,1
20.5498184,4.04,44.11,657.0,5.5484,1564.3,5688.0,0.971,4.415,289.78052,49.89653,1
934.09418462,7.89,0.23,177.0,17.489,8709.6,5937.0,0.832,4.559,289.78052,49.89653,1
199.83920527,21.48,1.36,276.0,4.378,44490.0,5457.0,0.869,4.548,286.65689,50.021568,1
17.4217322,1.42,65.92,727.0,4.718,208.4,6052.0,0.967,4.456,284.84662,49.692402,0
15.84132627,16.84,25.77,575.0,1.8215,31083.0,5119.0,0.702,4.575,296.61859,50.022011,1
5.931196562,2.01,23.5,562.0,2.4999,1007.4,3984.0,0.539,4.72,288.49582,51.08194,1
0.837491225,1.43,3630.32,1980.0,1.796,190.4,5676.0,1.044,4.347,285.67938,50.241299,1
7.40611676,1.37,49.89,678.0,2.8826,417.9,4799.0,0.692,4.631,292.65842,38.34539,1
21.803708,1.11,11.82,473.0,3.369,246.4,4799.0,0.692,4.631,292.65842,38.34539,1
4.66229074,24.12,437.35,1166.0,3.73,345.4,6191.0,1.025,4.454,290.62134,38.695499,0
29.9111886,2.9,20.31,541.0,6.6436,942.0,5275.0,0.969,4.397,295.18292,38.654228,1
2.908453928,19.44,459.47,1181.0,2.5363,427.5,5786.0,0.824,4.558,286.0705,38.975101,0
25.69581456,1.7,2.3,314.0,4.0251,1130.8,3787.0,0.477,4.775,294.71194,39.073761,1
25.70280003,33.1,23.68,562.0,3.1644,5623.8,5532.0,0.835,4.488,297.76697,49.446659,0
13.64617478,2.06,49.89,678.0,3.4098,633.0,5569.0,0.829,4.566,288.92157,49.762032,1
3.213668926,4.13,1244.44,1515.0,3.98235,727.8,5795.0,1.545,4.101,285.61533,50.13575,1
8.13121389,1.58,368.36,1117.0,4.2386,111.8,6181.0,1.424,4.22,288.68869,41.15118,1
41.8854433,3.28,20.05,540.0,6.763,687.4,5735.0,1.028,4.356,295.57135,49.774578,1
13.81733587,2.04,88.04,781.0,4.261,223.2,5735.0,1.028,4.356,295.57135,49.774578,1
52.8148051,3.33,23.57,562.0,7.309,553.7,5565.0,1.439,4.117,291.97144,47.86417,1
8.30783912,2.15,75.09,751.0,3.1516,777.5,5320.0,0.786,4.589,288.12097,47.966671,1
34.0963441,1.71,11.42,469.0,3.896,472.7,5320.0,0.786,4.589,288.12097,47.966671,1
6.45442931,2.48,234.98,999.0,2.6772,586.1,6092.0,0.943,4.496,296.12073,47.921478,1
3.595769013,2.39,666.88,1296.0,3.1569,383.7,5762.0,1.196,4.283,286.24982,48.06094,1
52.6615266,1.87,1.28,271.0,3.1592,1078.1,3984.0,0.539,4.72,288.49582,51.08194,1
1.902208647,4.45,778.26,1346.0,2.19877,2343.5,5400.0,0.937,4.463,296.40686,51.35815,1
20.605501,0.85,99.53,806.0,3.793,37.1,6099.0,1.308,4.193,285.47659,41.632717,1
15.90688891,2.35,28.32,588.0,3.9879,924.7,5097.0,0.797,4.554,290.29651,37.749489,1
4.973455252,2.46,133.55,867.0,1.6519,741.6,5097.0,0.797,4.554,290.29651,37.749489,1
30.5528972,30.74,47.63,670.0,5.269,865.2,6284.0,1.138,4.349,290.96353,38.472542,0
4.804469031,3.35,194.68,953.0,3.4587,744.4,5470.0,0.809,4.528,289.31018,39.132221,0
1.616883373,4.47,2342.49,1774.0,1.6325,437.3,4868.0,1.816,3.902,288.75494,39.563648,1
9.5539134,0.68,247.86,1012.0,5.261,26.8,6175.0,1.307,4.299,281.83533,44.155918,1
13.19322809,2.94,130.35,862.0,5.0036,585.7,5946.0,1.223,4.309,294.71017,39.8251,1
10.31174786,1.34,38.13,634.0,3.1818,275.9,4900.0,0.741,4.602,281.48273,47.208031,1
4.42535097,1.63,559.22,1240.0,3.504,179.0,5946.0,1.223,4.309,294.71017,39.8251,1
4.302139338,2.46,182.7,937.0,2.0289,747.2,5041.0,0.857,4.479,296.1514,50.09581,1
3.137845914,1.5,277.64,1041.0,1.91,305.7,5041.0,0.857,4.479,296.1514,50.09581,1
6.77067637,1.9,1193.45,1499.0,5.982,65.8,6337.0,2.335,3.893,285.92322,42.54985,1
3.74782314,25.59,583.52,1253.0,5.133,423.4,6161.0,1.053,4.454,291.02252,50.259109,0
1.09173174,1.07,1153.1,1488.0,1.9719,186.9,5354.0,0.788,4.587,296.25949,50.344372,0
20.68420772,3.28,66.83,729.0,6.4415,858.5,6246.0,1.092,4.433,289.83011,50.586239,1
50.6985408,3.58,29.58,595.0,5.972,610.9,5876.0,1.456,4.151,296.4986,46.57724,1
2.9926465,0.89,443.12,1170.0,1.81,105.9,5718.0,0.863,4.549,289.8533,46.787151,0
0.589376952,0.93,5161.1,2162.0,1.71,80.7,5714.0,1.015,4.428,295.81616,51.121738,1
39.7529915,2.37,24.54,568.0,4.9641,549.3,6072.0,1.01,4.411,294.46268,46.821449,1
9.99760285,2.82,129.18,860.0,3.4423,638.7,6004.0,0.977,4.484,294.98914,46.838329,1
90.4117992,3.96,6.86,413.0,7.106,1265.0,6004.0,0.977,4.484,294.98914,46.838329,1
13.54057461,2.17,87.1,779.0,4.4673,461.0,5767.0,1.014,4.389,291.09723,38.87561,1
1.732346403,1.37,1345.92,1546.0,2.2139,182.4,5767.0,1.014,4.389,291.09723,38.87561,1
1.74610057,1.24,1924.75,1689.0,1.299,54.2,4854.0,1.749,3.939,281.45718,46.746471,1
7.0257409,1.56,208.92,969.0,2.245,190.7,5767.0,1.014,4.389,291.09723,38.87561,1
16.21774917,2.22,45.87,664.0,4.9274,758.3,5837.0,0.798,4.577,285.51685,38.9324,1
11.72291212,2.08,81.46,766.0,4.2064,492.2,5550.0,0.953,4.431,290.52942,38.942661,1
8.661374,1.32,188.16,945.0,2.972,160.1,6250.0,0.986,4.472,291.02249,39.917629,0
9.66857386,1.9,67.06,730.0,2.4656,411.7,5288.0,0.836,4.541,295.00204,39.95293,1
7.053527145,2.16,21.17,547.0,2.3982,1480.1,4041.0,0.567,4.697,296.11258,39.978779,1
9.521644639,2.16,14.2,495.0,2.3569,1491.3,4041.0,0.567,4.697,296.11258,39.978779,1
3.072146607,1.3,64.09,722.0,1.8732,539.0,4041.0,0.567,4.697,296.11258,39.978779,1
4.645382149,1.33,36.9,629.0,2.0271,565.5,4041.0,0.567,4.697,296.11258,39.978779,1
9.82578495,2.66,180.36,935.0,5.2498,433.3,6246.0,1.092,4.433,289.83011,50.586239,1
25.30291816,3.95,19.39,535.0,4.4903,2105.7,5121.0,0.888,4.457,294.5704,50.673019,1
21.30020491,2.99,65.37,725.0,4.0852,659.8,6008.0,1.168,4.35,289.50067,51.68573,1
289.864067,2.34,1.03,257.0,7.565,529.1,5516.0,0.886,4.446,289.2175,47.88446,1
10.29767658,39.14,258.09,1022.0,6.649,655.5,5671.0,1.608,4.075,289.79907,38.555061,0
51.0674355,2.44,14.69,499.0,4.374,597.5,6004.0,0.977,4.484,294.98914,46.838329,1
199.99763493,102.89177806760134,7745.7370226117055,1085.3858276274318,3.43,23791.33589827193,5706.8232800782525,1.728711553092055,4.3101566134115865,298.70157,47.337315,0
1.682695938,1.23,74.7,750.0,1.3867,703.8,3669.0,0.47,4.787,283.74069,47.516289,1
17.30795548,3.56,104.37,815.0,5.1126,633.0,5565.0,1.439,4.117,291.97144,47.86417,1
10.423677439,3.72,247.48,1012.0,5.2257,777.3,6181.0,1.331,4.234,297.33307,41.891121,1
2.09227115,2.06,1746.66,1648.0,2.4062,207.6,5565.0,1.439,4.117,291.97144,47.86417,1
45.29422297,2.26,17.75,524.0,6.83,477.1,5676.0,1.044,4.347,285.67938,50.241299,1
